           1           0           1           1   289.59437704614277     
           2           0           1           2  -7578.0432219432223     
           3           0           1           3   115803.81817317952     
           4           0           1           4  -916468.72193821438     
           5           0           1           5   4087136.1056142142     
           6           0           1           6  -10794746.934332002     
           7           0           1           7   16836725.451634910     
           8           0           1           8  -14397546.108742338     
           9           0           1           9   5228376.2873856416     
          10           0           2           1  -7578.0432219432223     
          11           0           2           2   69079.560938376177     
          12           0           2           3  -612229.29135299067     
          13           0           2           4   3857936.4250416863     
          14           0           2           5  -14017014.272590859     
          15           0           2           6   28434947.219101299     
          16           0           2           7  -29844226.143759370     
          17           0           2           8   12510165.892610451     
          18           0           3           1   115803.81817317952     
          19           0           3           2  -612229.29135299067     
          20           0           3           3   2440931.6097731995     
          21           0           3           4  -8392748.3552085664     
          22           0           3           5   17524628.452332884     
          23           0           3           6  -20117058.849703480     
          24           0           3           7   10317294.522716913     
          25           0           4           1  -916468.72193821438     
          26           0           4           2   3857936.4250416863     
          27           0           4           3  -8392748.3552085664     
          28           0           4           4   15814282.710496861     
          29           0           4           5  -16114790.923440425     
          30           0           4           6   4496545.4739003759     
          31           0           5           1   4087136.1056142142     
          32           0           5           2  -14017014.272590859     
          33           0           5           3   17524628.452332884     
          34           0           5           4  -16114790.923440425     
          35           0           5           5   9263595.5589820407     
          36           0           6           1  -10794746.934332002     
          37           0           6           2   28434947.219101299     
          38           0           6           3  -20117058.849703480     
          39           0           6           4   4496545.4739003759     
          40           0           7           1   16836725.451634910     
          41           0           7           2  -29844226.143759370     
          42           0           7           3   10317294.522716913     
          43           0           8           1  -14397546.108742338     
          44           0           8           2   12510165.892610451     
          45           0           9           1   5228376.2873856416     
          46           1           0           1  -61.398629076854760     
          47           1           0           2   3143.9034691836519     
          48           1           0           3  -58523.243218894007     
          49           1           0           4   306252.94877727510     
          50           1           0           5  -253030.53199258825     
          51           1           0           6  -2466464.7284844769     
          52           1           0           7   8169286.5250310227     
          53           1           0           8  -9681101.5535693839     
          54           1           0           9   4007619.8010325148     
          55           1           1           0  -61.398629076854760     
          56           1           1           1   6113.2987171972572     
          57           1           1           2  -138319.63330440986     
          58           1           1           3   2182056.1526244213     
          59           1           1           4  -15140484.954651123     
          60           1           1           5   55706920.369109005     
          61           1           1           6  -113285567.92807657     
          62           1           1           7   119167655.14170600     
          63           1           1           8  -50261501.467779309     
          64           1           2           0   3143.9034691836519     
          65           1           2           1  -138319.63330440986     
          66           1           2           2   720249.39599524089     
          67           1           2           3  -7191736.4585756790     
          68           1           2           4   36618232.425535493     
          69           1           2           5  -93404590.139448807     
          70           1           2           6   122904469.39633271     
          71           1           2           7  -65430694.263546906     
          72           1           3           0  -58523.243218894007     
          73           1           3           1   2182056.1526244213     
          74           1           3           2  -7191736.4585756790     
          75           1           3           3   28647355.012105715     
          76           1           3           4  -67965433.045535877     
          77           1           3           5   58342895.199236728     
          78           1           3           6  -11498881.271869723     
          79           1           4           0   306252.94877727510     
          80           1           4           1  -15140484.954651123     
          81           1           4           2   36618232.425535493     
          82           1           4           3  -67965433.045535877     
          83           1           4           4   90488535.256427482     
          84           1           4           5  -29528321.119593177     
          85           1           5           0  -253030.53199258825     
          86           1           5           1   55706920.369109005     
          87           1           5           2  -93404590.139448807     
          88           1           5           3   58342895.199236728     
          89           1           5           4  -29528321.119593177     
          90           1           6           0  -2466464.7284844769     
          91           1           6           1  -113285567.92807657     
          92           1           6           2   122904469.39633271     
          93           1           6           3  -11498881.271869723     
          94           1           7           0   8169286.5250310227     
          95           1           7           1   119167655.14170600     
          96           1           7           2  -65430694.263546906     
          97           1           8           0  -9681101.5535693839     
          98           1           8           1  -50261501.467779309     
          99           1           9           0   4007619.8010325148     
         100           2           0           1  -211.67949015226171     
         101           2           0           2   92268.422576271347     
         102           2           0           3  -151914.78313486374     
         103           2           0           4  -5047638.6822434561     
         104           2           0           5   27907536.227242995     
         105           2           0           6  -55338386.698281221     
         106           2           0           7   43165269.752699107     
         107           2           0           8  -8366604.0068832403     
         108           2           1           0  -211.67949015226171     
         109           2           1           1   80839.164774641467     
         110           2           1           2  -1587942.6062364541     
         111           2           1           3   16894059.312151834     
         112           2           1           4  -94380537.239672825     
         113           2           1           5   264423553.12507057     
         114           2           1           6  -349154475.44365883     
         115           2           1           7   172326968.03968945     
         116           2           2           0   92268.422576271347     
         117           2           2           1  -1587942.6062364541     
         118           2           2           2   11610024.318139456     
         119           2           2           3  -64987054.940247029     
         120           2           2           4   139115353.49719769     
         121           2           2           5  -136353556.60513660     
         122           2           2           6   48183722.979620583     
         123           2           3           0  -151914.78313486374     
         124           2           3           1   16894059.312151834     
         125           2           3           2  -64987054.940247029     
         126           2           3           3   192481468.19267595     
         127           2           3           4  -120214058.97445790     
         128           2           3           5  -86312897.161036730     
         129           2           4           0  -5047638.6822434561     
         130           2           4           1  -94380537.239672825     
         131           2           4           2   139115353.49719769     
         132           2           4           3  -120214058.97445790     
         133           2           4           4  -18917987.770049449     
         134           2           5           0   27907536.227242995     
         135           2           5           1   264423553.12507057     
         136           2           5           2  -136353556.60513660     
         137           2           5           3  -86312897.161036730     
         138           2           6           0  -55338386.698281221     
         139           2           6           1  -349154475.44365883     
         140           2           6           2   48183722.979620583     
         141           2           7           0   43165269.752699107     
         142           2           7           1   172326968.03968945     
         143           2           8           0  -8366604.0068832403     
         144           3           0           1  -146834.19155830986     
         145           3           0           2  -1428592.5381166798     
         146           3           0           3   20940270.430136524     
         147           3           0           4  -59334254.553392179     
         148           3           0           5  -1094206.1606262545     
         149           3           0           6   177946165.37279233     
         150           3           0           7  -160531880.71829486     
         151           3           1           0  -146834.19155830986     
         152           3           1           1   1194110.9610220897     
         153           3           1           2  -10191255.905855108     
         154           3           1           3   116884402.92057793     
         155           3           1           4  -367737694.64739305     
         156           3           1           5   449444559.99480438     
         157           3           1           6  -165846026.87391624     
         158           3           2           0  -1428592.5381166798     
         159           3           2           1  -10191255.905855108     
         160           3           2           2   69227953.667728513     
         161           3           2           3  -166721912.85627100     
         162           3           2           4  -50718338.399578944     
         163           3           2           5   334194239.63752866     
         164           3           3           0   20940270.430136524     
         165           3           3           1   116884402.92057793     
         166           3           3           2  -166721912.85627100     
         167           3           3           3  -362812859.25471020     
         168           3           3           4   745009607.40928149     
         169           3           4           0  -59334254.553392179     
         170           3           4           1  -367737694.64739305     
         171           3           4           2  -50718338.399578944     
         172           3           4           3   745009607.40928149     
         173           3           5           0  -1094206.1606262545     
         174           3           5           1   449444559.99480438     
         175           3           5           2   334194239.63752866     
         176           3           6           0   177946165.37279233     
         177           3           6           1  -165846026.87391624     
         178           3           7           0  -160531880.71829486     
         179           4           0           1   3309423.9895901340     
         180           4           0           2  -24392976.260599580     
         181           4           0           3  -33652167.158283107     
         182           4           0           4   461159434.28790545     
