         183           4           0           5  -923749854.69927931     
         184           4           0           6   556751123.44327164     
         185           4           1           0   3309423.9895901340     
         186           4           1           1  -4135793.0164381107     
         187           4           1           2  -146625684.11904159     
         188           4           1           3   361116652.80151951     
         189           4           1           4  -90065718.709256709     
         190           4           1           5  -373791199.14726675     
         191           4           2           0  -24392976.260599580     
         192           4           2           1  -146625684.11904159     
         193           4           2           2   118225586.62003624     
         194           4           2           3   1122926536.4297178     
         195           4           2           4  -2021551862.2727375     
         196           4           3           0  -33652167.158283107     
         197           4           3           1   361116652.80151951     
         198           4           3           2   1122926536.4297178     
         199           4           3           3  -2310179555.1177082     
         200           4           4           0   461159434.28790545     
         201           4           4           1  -90065718.709256709     
         202           4           4           2  -2021551862.2727375     
         203           4           5           0  -923749854.69927931     
         204           4           5           1  -373791199.14726675     
         205           4           6           0   556751123.44327164     
         206           5           0           1  -10427117.839583889     
         207           5           0           2   232168153.13522545     
         208           5           0           3  -878440190.13246477     
         209           5           0           4   1153277829.8507898     
         210           5           0           5  -444247695.05444747     
         211           5           1           0  -10427117.839583889     
         212           5           1           1   291493665.53061676     
         213           5           1           2  -7817826.8247107062     
         214           5           1           3  -1322301960.3897202     
         215           5           1           4   2223566202.9081244     
         216           5           2           0   232168153.13522545     
         217           5           2           1  -7817826.8247107062     
         218           5           2           2  -2585209396.8993130     
         219           5           2           3   4342838237.1970558     
         220           5           3           0  -878440190.13246477     
         221           5           3           1  -1322301960.3897202     
         222           5           3           2   4342838237.1970558     
         223           5           4           0   1153277829.8507898     
         224           5           4           1   2223566202.9081244     
         225           5           5           0  -444247695.05444747     
         226           6           0           1  -119538563.53577609     
         227           6           0           2   68033889.568720460     
         228           6           0           3   489017362.74832231     
         229           6           0           4  -772915282.40618289     
         230           6           1           0  -119538563.53577609     
         231           6           1           1  -1183999525.9467671     
         232           6           1           2   2507383049.9880681     
         233           6           1           3  -3869659294.9406161     
         234           6           2           0   68033889.568720460     
         235           6           2           1   2507383049.9880681     
         236           6           2           2  -5265601094.7143545     
         237           6           3           0   489017362.74832231     
         238           6           3           1  -3869659294.9406161     
         239           6           4           0  -772915282.40618289     
         240           7           0           1   555026451.67638075     
         241           7           0           2  -798854968.62393749     
         242           7           0           3   900769354.28772092     
         243           7           1           0   555026451.67638075     
         244           7           1           1   480942478.08199143     
         245           7           1           2   3093806724.6776829     
         246           7           2           0  -798854968.62393749     
         247           7           2           1   3093806724.6776829     
         248           7           3           0   900769354.28772092     
         249           8           0           1  -949825923.65175056     
         250           8           0           2  -239964713.60533237     
         251           8           1           0  -949825923.65175056     
         252           8           1           1  -3103918973.1667738     
         253           8           2           0  -239964713.60533237     
         254           9           0           1   1227835340.2113283     
         255           9           1           0   1227835340.2113283     
